# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
1242 1.4446393e-01 3.0460802e+01 1.1933913e+00 2.9750468e-02 1.9344764e+00 3.0956301e-01 3.0108984e+01 1.1566540e+03
1243 1.4468303e-01 3.0540773e+01 1.1667439e+00 1.4618092e-02 1.9295647e+00 3.0536130e-01 3.0202000e+01 1.1574560e+03
1244 1.4142650e-01 3.0493269e+01 1.1972188e+00 2.6201991e-02 1.9179648e+00 3.0466974e-01 3.0510004e+01 1.1584970e+03
1245 1.4075205e-01 3.0768991e+01 1.1745232e+00 2.6177062e-02 1.9197290e+00 3.0523407e-01 3.0178173e+01 1.1594100e+03
1246 1.3807257e-01 3.0715958e+01 1.1829281e+00 2.0256793e-02 1.9153836e+00 3.0044997e-01 3.0030481e+01 1.1602540e+03
1247 1.3815328e-01 3.0567417e+01 1.1854835e+00 3.1225976e-02 1.9117417e+00 3.0777919e-01 3.0305071e+01 1.1611580e+03
1248 1.3461572e-01 3.0670076e+01 1.1713812e+00 2.5195878e-02 1.9217616e+00 2.9450196e-01 3.0176548e+01 1.1619990e+03
1249 1.3444245e-01 3.0574137e+01 1.1853528e+00 2.3866532e-02 1.9218198e+00 2.9183543e-01 3.0500641e+01 1.1629660e+03
1250 1.3472794e-01 3.0667490e+01 1.1791732e+00 2.4325673e-02 1.9224885e+00 2.9139769e-01 3.0361839e+01 1.1637990e+03
1251 1.3460712e-01 3.0616711e+01 1.1716572e+00 2.8111758e-02 1.9060272e+00 2.9791003e-01 3.0300039e+01 1.1646530e+03
1252 1.3478030e-01 3.0712666e+01 1.1865318e+00 2.1045279e-02 1.9255691e+00 3.0413479e-01 3.0065296e+01 1.1654710e+03
1253 1.3551496e-01 3.0632957e+01 1.1756531e+00 2.0753108e-02 1.9007505e+00 2.9482481e-01 3.0174372e+01 1.1662950e+03
1254 1.3552454e-01 3.0500616e+01 1.1686282e+00 2.1104367e-02 1.9323847e+00 3.0049092e-01 3.0454046e+01 1.1673210e+03
1255 1.3808845e-01 3.0754463e+01 1.1792910e+00 3.0290188e-02 1.9237651e+00 3.0192477e-01 3.0356005e+01 1.1684510e+03
1256 1.3842845e-01 3.0608200e+01 1.1634161e+00 1.7085414e-02 1.9122207e+00 3.0362692e-01 2.9999376e+01 1.1695090e+03
1257 1.4588133e-01 3.0580297e+01 1.1731160e+00 2.0589221e-02 1.9124465e+00 3.0639392e-01 3.0153990e+01 1.1706530e+03
1258 1.4646134e-01 3.0522110e+01 1.1691927e+00 2.0244056e-02 1.9034251e+00 2.9885891e-01 3.0398645e+01 1.1714880e+03
1259 1.4682883e-01 3.0583447e+01 1.1955762e+00 2.1863526e-02 1.9211690e+00 3.0393550e-01 3.0822351e+01 1.1725200e+03
1260 1.5161718e-01 3.0646269e+01 1.1699173e+00 2.5162125e-02 1.9237250e+00 3.0853105e-01 3.0034847e+01 1.1734770e+03
1261 1.4226370e-01 3.0445269e+01 1.1759990e+00 2.6000708e-02 1.9311291e+00 3.0481032e-01 3.0007887e+01 1.1743000e+03
1262 1.4136796e-01 3.0287415e+01 1.1837802e+00 2.4775673e-02 1.9074444e+00 3.0309084e-01 2.9914415e+01 1.1752300e+03
1263 1.4094567e-01 3.0397852e+01 1.1688596e+00 2.4540516e-02 1.9242365e+00 2.9469645e-01 3.0258596e+01 1.1760440e+03
1264 1.3965777e-01 3.0552422e+01 1.1614580e+00 3.1182576e-02 1.9252522e+00 2.9791793e-01 3.0520737e+01 1.1770310e+03
1265 1.3646011e-01 3.0576422e+01 1.1828440e+00 2.1790497e-02 1.9193373e+00 2.9747146e-01 3.0367619e+01 1.1778360e+03
1266 1.3487715e-01 3.0638838e+01 1.1598866e+00 2.9112939e-02 1.9031534e+00 2.9977378e-01 3.0014977e+01 1.1786260e+03
1267 1.3516285e-01 3.0652308e+01 1.1736028e+00 2.2643805e-02 1.9143411e+00 3.0821788e-01 3.0170277e+01 1.1794410e+03
1268 1.3663739e-01 3.0746046e+01 1.1820737e+00 2.1761345e-02 1.9270177e+00 3.0263060e-01 2.9992949e+01 1.1803980e+03
1269 1.3812812e-01 3.0708723e+01 1.1624984e+00 2.5333023e-02 1.9125271e+00 2.9429808e-01 3.0105207e+01 1.1815600e+03
1270 1.3705733e-01 3.0562185e+01 1.1804484e+00 2.5792420e-02 1.9173533e+00 2.9635420e-01 3.0590353e+01 1.1824320e+03
1271 1.4037170e-01 3.0751556e+01 1.1765299e+00 1.9826610e-02 1.9111458e+00 3.0622831e-01 3.0857172e+01 1.1832560e+03
1272 1.3971747e-01 3.0817383e+01 1.1614208e+00 2.8034115e-02 1.9248724e+00 2.9478818e-01 3.0437323e+01 1.1840510e+03
1273 1.4136857e-01 3.0819305e+01 1.1747853e+00 2.7066145e-02 1.9131328e+00 3.0507863e-01 2.9965910e+01 1.1849120e+03
1274 1.4563616e-01 3.0625235e+01 1.1706489e+00 1.8776271e-02 1.9113564e+00 3.1011716e-01 3.0227631e+01 1.1858300e+03
1275 1.4212154e-01 3.0632311e+01 1.1900131e+00 3.2780968e-02 1.9354335e+00 2.9452786e-01 3.0043476e+01 1.1866920e+03
1276 1.4180896e-01 3.0621063e+01 1.1716720e+00 2.4314115e-02 1.9247530e+00 3.0398539e-01 3.0462599e+01 1.1874770e+03
1277 1.4015655e-01 3.0724524e+01 1.1787724e+00 2.6503470e-02 1.9231766e+00 3.0718827e-01 3.0325960e+01 1.1882380e+03
1278 1.3898456e-01 3.0500103e+01 1.1743972e+00 2.1899264e-02 1.9195505e+00 3.0173454e-01 3.0351675e+01 1.1891650e+03
1279 1.3977642e-01 3.0573015e+01 1.1734154e+00 2.3522068e-02 1.9142973e+00 2.9398715e-01 3.0612255e+01 1.1899920e+03
1280 1.4127688e-01 3.0760715e+01 1.1767333e+00 2.7909277e-02 1.9339331e+00 3.0380702e-01 3.0781300e+01 1.1909290e+03
1281 1.4833964e-01 3.0599852e+01 1.1601920e+00 2.5557747e-02 1.9121245e+00 3.0133054e-01 3.0031822e+01 1.1917580e+03
1282 1.5059128e-01 3.0568768e+01 1.1743330e+00 2.1779122e-02 1.9157068e+00 3.0056936e-01 3.0118898e+01 1.1925930e+03
1283 1.5913342e-01 3.0621367e+01 1.1676130e+00 2.5588924e-02 1.9222392e+00 3.3768642e-01 3.0573851e+01 1.1935920e+03
1284 1.6778575e-01 3.0414204e+01 1.1829736e+00 2.4084799e-02 1.8989934e+00 3.3170801e-01 3.0370985e+01 1.1946090e+03
1285 1.8054457e-01 3.0264534e+01 1.1713710e+00 2.4259485e-02 1.9515064e+00 3.3084759e-01 3.0394382e+01 1.1956580e+03
1286 1.7167905e-01 3.0194675e+01 1.1901797e+00 3.3113204e-02 1.9318786e+00 3.3669475e-01 2.9594734e+01 1.1964649e+03
1287 1.6388553e-01 2.9828264e+01 1.1608999e+00 2.3833001e-02 1.9283235e+00 3.2181713e-01 2.9858999e+01 1.1972969e+03
1288 1.4785795e-01 3.0018757e+01 1.1872488e+00 3.1090684e-02 1.9278288e+00 3.0085039e-01 3.0107176e+01 1.1981029e+03
1289 1.3859697e-01 3.0116285e+01 1.1661593e+00 2.0517154e-02 1.9194741e+00 2.9020208e-01 3.0149014e+01 1.1989579e+03
1290 1.3239284e-01 3.0287262e+01 1.1984481e+00 2.5931394e-02 1.9314880e+00 2.9798615e-01 3.0032019e+01 1.1999049e+03
1291 1.3113205e-01 3.0499754e+01 1.1609870e+00 2.1108033e-02 1.9131094e+00 2.9559451e-01 2.9992191e+01 1.2007739e+03
1292 1.3344918e-01 3.0414278e+01 1.1647689e+00 2.4224535e-02 1.9309874e+00 3.0485603e-01 3.0097227e+01 1.2016849e+03
1293 1.3971691e-01 3.0358898e+01 1.1831123e+00 2.4504891e-02 1.8871483e+00 2.9810762e-01 2.9983698e+01 1.2025459e+03
1294 1.4145362e-01 3.0369257e+01 1.1713322e+00 2.4949610e-02 1.9242036e+00 3.1850469e-01 3.0128332e+01 1.2033749e+03
1295 1.4208242e-01 3.0417402e+01 1.1603960e+00 2.4714889e-02 1.9112434e+00 2.9570246e-01 3.0045389e+01 1.2042709e+03
1296 1.3610221e-01 3.0393591e+01 1.1809950e+00 2.1396181e-02 1.9376770e+00 2.9525709e-01 2.9950363e+01 1.2051399e+03
1297 1.3300036e-01 3.0530672e+01 1.1631390e+00 2.4953382e-02 1.9261534e+00 2.9194045e-01 3.0018841e+01 1.2059739e+03
1298 1.3210224e-01 3.0423084e+01 1.1573024e+00 2.5813472e-02 1.9208221e+00 3.0089647e-01 3.0198725e+01 1.2069099e+03
1299 1.3432051e-01 3.0563961e+01 1.1643262e+00 2.0474782e-02 1.9071021e+00 2.9884672e-01 3.0010384e+01 1.2078879e+03
1300 1.3280508e-01 3.0474125e+01 1.1520827e+00 2.3808366e-02 1.9265723e+00 2.9090270e-01 3.0201546e+01 1.2089349e+03
1301 1.2887374e-01 3.0510963e+01 1.1581036e+00 2.2467688e-02 1.9239460e+00 2.8880367e-01 3.0067724e+01 1.2097519e+03
1302 1.2936038e-01 3.0439924e+01 1.1547198e+00 2.3893187e-02 1.9201983e+00 2.9490998e-01 3.0314714e+01 1.2105699e+03
1303 1.3121884e-01 3.0601473e+01 1.1604798e+00 1.9016396e-02 1.9124738e+00 2.9720682e-01 3.0291269e+01 1.2113989e+03
1304 1.3407730e-01 3.0462130e+01 1.1614437e+00 2.5798317e-02 1.9212466e+00 2.8949314e-01 3.0527071e+01 1.2121949e+03
1305 1.3376728e-01 3.0643492e+01 1.1666210e+00 3.0429410e-02 1.9169633e+00 2.9767129e-01 3.0135950e+01 1.2131739e+03
1306 1.3234323e-01 3.0632780e+01 1.1554425e+00 2.5405250e-02 1.9227923e+00 2.9585880e-01 3.0320980e+01 1.2139409e+03
1307 1.3044655e-01 3.0546406e+01 1.1511505e+00 2.5353929e-02 1.9160106e+00 3.0242211e-01 3.0363287e+01 1.2147769e+03
1308 1.2945813e-01 3.0562977e+01 1.1639656e+00 2.6044274e-02 1.9230782e+00 2.9322124e-01 3.0172882e+01 1.2156489e+03
1309 1.2812780e-01 3.0520172e+01 1.1504577e+00 2.0240121e-02 1.9210457e+00 2.9536077e-01 3.0426643e+01 1.2164179e+03
1310 1.3154025e-01 3.0636261e+01 1.1524484e+00 2.5277978e-02 1.9248984e+00 2.9636768e-01 3.0148073e+01 1.2174499e+03
1311 1.3176477e-01 3.0667204e+01 1.1503263e+00 1.8667480e-02 1.9012935e+00 2.9981208e-01 3.0153234e+01 1.2183039e+03
1312 1.3625196e-01 3.0608810e+01 1.1483399e+00 2.5526848e-02 1.9295675e+00 3.1097940e-01 3.0279509e+01 1.2191639e+03
1313 1.3967533e-01 3.0474152e+01 1.1593523e+00 2.2585241e-02 1.9028569e+00 2.9878387e-01 3.0134258e+01 1.2199749e+03
1314 1.3605590e-01 3.0502342e+01 1.1524006e+00 2.4866072e-02 1.9111513e+00 2.9407895e-01 3.0381603e+01 1.2210079e+03
1315 1.2969893e-01 3.0590719e+01 1.1471397e+00 2.3826355e-02 1.9231855e+00 2.9743552e-01 3.0387743e+01 1.2221729e+03
1316 1.2843697e-01 3.0597980e+01 1.1513312e+00 2.0737188e-02 1.9160372e+00 2.8892517e-01 3.0252502e+01 1.2229609e+03
1317 1.2737639e-01 3.0689377e+01 1.1476303e+00 2.2704976e-02 1.9250603e+00 2.8874004e-01 3.0210833e+01 1.2237669e+03
1318 1.2943685e-01 3.0667805e+01 1.1406422e+00 2.2626003e-02 1.9196274e+00 2.8841946e-01 3.0169777e+01 1.2245669e+03
1319 1.2633410e-01 3.0497574e+01 1.1434263e+00 2.3837492e-02 1.8996357e+00 2.9205418e-01 3.0065409e+01 1.2254039e+03
1320 1.2515691e-01 3.0547735e+01 1.1446894e+00 2.0380111e-02 1.9119617e+00 2.9072452e-01 3.0341133e+01 1.2262999e+03
1321 1.2559849e-01 3.0729609e+01 1.1396824e+00 2.5101380e-02 1.9055218e+00 2.8392375e-01 3.0412626e+01 1.2271939e+03
1322 1.2394378e-01 3.0680487e+01 1.1387131e+00 2.4784381e-02 1.9005488e+00 2.8161451e-01 3.0360256e+01 1.2279699e+03
1323 1.2605765e-01 3.0729761e+01 1.1394571e+00 2.7449764e-02 1.9240776e+00 2.9259378e-01 3.0621195e+01 1.2289189e+03
1324 1.2674551e-01 3.0793411e+01 1.1418716e+00 2.5639188e-02 1.9106423e+00 2.8701156e-01 3.0175144e+01 1.2297359e+03
1325 1.2497722e-01 3.0644398e+01 1.1477832e+00 3.0829785e-02 1.9093657e+00 2.9544333e-01 3.0455822e+01 1.2305929e+03
1326 1.2497474e-01 3.0835625e+01 1.1449442e+00 2.3171868e-02 1.9081206e+00 2.8289983e-01 3.0369793e+01 1.2314319e+03
1327 1.2398601e-01 3.0816183e+01 1.1445093e+00 2.0279929e-02 1.9130509e+00 2.9777730e-01 3.0371105e+01 1.2323159e+03
1328 1.2580131e-01 3.0907076e+01 1.1400067e+00 2.1973755e-02 1.9077111e+00 2.8659347e-01 3.0532457e+01 1.2331819e+03
1329 1.2605561e-01 3.0867952e+01 1.1377231e+00 1.3926709e-02 1.9130583e+00 2.9105034e-01 3.0470692e+01 1.2342339e+03
1330 1.2855966e-01 3.0769156e+01 1.1430415e+00 2.4335055e-02 1.9226689e+00 2.8678080e-01 3.0440311e+01 1.2353519e+03
1331 1.2605989e-01 3.0781324e+01 1.1355791e+00 2.3257853e-02 1.9093510e+00 2.9361472e-01 3.0344786e+01 1.2361869e+03
1332 1.2664171e-01 3.0698910e+01 1.1404153e+00 2.4476968e-02 1.9034858e+00 2.9311749e-01 3.0623478e+01 1.2369759e+03
1333 1.3160475e-01 3.0700228e+01 1.1460638e+00 1.7141029e-02 1.9075857e+00 2.9084295e-01 3.0697477e+01 1.2377949e+03
1334 1.3076250e-01 3.0798712e+01 1.1354210e+00 2.4327645e-02 1.9227364e+00 2.9543433e-01 3.0631989e+01 1.2385889e+03
1335 1.2757909e-01 3.0822292e+01 1.1418486e+00 2.1526357e-02 1.9150982e+00 2.8961045e-01 3.0347429e+01 1.2394119e+03
1336 1.2996995e-01 3.0683756e+01 1.1412456e+00 1.9523514e-02 1.8967875e+00 2.9750162e-01 3.0512590e+01 1.2403809e+03
1337 1.3119815e-01 3.0683567e+01 1.1335684e+00 2.2807488e-02 1.9126699e+00 2.9698098e-01 3.0119162e+01 1.2412729e+03
1338 1.2848163e-01 3.0670742e+01 1.1388479e+00 2.9578529e-02 1.9141090e+00 2.8305650e-01 3.0257469e+01 1.2420769e+03
1339 1.2859797e-01 3.0807722e+01 1.1470454e+00 2.7522655e-02 1.8987343e+00 2.9838476e-01 2.9975161e+01 1.2429479e+03
1340 1.3029197e-01 3.0661730e+01 1.1384118e+00 2.6802141e-02 1.9046445e+00 2.8390908e-01 3.0112591e+01 1.2438259e+03
1341 1.2773728e-01 3.0713123e+01 1.1411583e+00 2.0521475e-02 1.9124365e+00 2.9624844e-01 3.0283566e+01 1.2448209e+03
1342 1.2832785e-01 3.0828606e+01 1.1406595e+00 1.9480990e-02 1.9077252e+00 3.0095440e-01 3.0359423e+01 1.2456919e+03
1343 1.2885064e-01 3.0834063e+01 1.1355784e+00 3.0168101e-02 1.9208182e+00 2.8780448e-01 3.0474337e+01 1.2464629e+03
1344 1.2648214e-01 3.0772436e+01 1.1324459e+00 2.4531344e-02 1.9058934e+00 2.8288758e-01 3.0488302e+01 1.2474039e+03
1345 1.2492711e-01 3.0792360e+01 1.1193703e+00 2.1474533e-02 1.9112563e+00 2.9307160e-01 3.0397993e+01 1.2484229e+03
1346 1.2621813e-01 3.0788383e+01 1.1396098e+00 2.9481202e-02 1.8995944e+00 2.8556979e-01 3.0607407e+01 1.2494538e+03
1347 1.2456191e-01 3.0840025e+01 1.1276431e+00 2.8796153e-02 1.9226950e+00 2.9390585e-01 3.0363829e+01 1.2502398e+03
1348 1.2742314e-01 3.0832270e+01 1.1445674e+00 2.6329655e-02 1.9018826e+00 2.9005182e-01 3.0500120e+01 1.2511628e+03
1349 1.2731509e-01 3.0888597e+01 1.1302166e+00 2.4673700e-02 1.9157026e+00 2.9191741e-01 3.0279688e+01 1.2520088e+03
1350 1.2751363e-01 3.0780321e+01 1.1362233e+00 2.8231667e-02 1.9056245e+00 2.9188678e-01 3.0202616e+01 1.2528218e+03
1351 1.3080634e-01 3.0859806e+01 1.1433847e+00 2.3784257e-02 1.9174170e+00 2.9600379e-01 3.0488329e+01 1.2537528e+03
1352 1.3013123e-01 3.0901409e+01 1.1408166e+00 2.0450041e-02 1.9148242e+00 2.8578341e-01 3.0439871e+01 1.2546008e+03
1353 1.2677813e-01 3.0846819e+01 1.1322738e+00 2.1248616e-02 1.9109111e+00 2.9214072e-01 3.0307724e+01 1.2554578e+03
1354 1.2631412e-01 3.0790600e+01 1.1290375e+00 2.3833238e-02 1.8995786e+00 2.8744069e-01 3.0179777e+01 1.2563518e+03
1355 1.2948032e-01 3.0829283e+01 1.1373513e+00 2.2355705e-02 1.9137609e+00 2.8892893e-01 3.0329174e+01 1.2571788e+03
1356 1.2831932e-01 3.0780661e+01 1.1304437e+00 2.4472434e-02 1.8927212e+00 2.9002053e-01 3.0884306e+01 1.2581018e+03
1357 1.2884839e-01 3.0931114e+01 1.1361021e+00 2.8495653e-02 1.9194280e+00 2.8763759e-01 3.0547617e+01 1.2589158e+03
1358 1.2608548e-01 3.0786266e+01 1.1387919e+00 2.1224566e-02 1.9154265e+00 2.8810680e-01 3.0423407e+01 1.2596988e+03
1359 1.2620197e-01 3.0817175e+01 1.1314074e+00 2.5040889e-02 1.8953778e+00 2.9332879e-01 3.0463955e+01 1.2605038e+03
1360 1.2365606e-01 3.0837265e+01 1.1228541e+00 2.0024981e-02 1.9120086e+00 2.9325014e-01 3.0404327e+01 1.2615208e+03
1361 1.2584759e-01 3.0845280e+01 1.1328716e+00 2.3359947e-02 1.9097883e+00 2.8845909e-01 3.0522507e+01 1.2625898e+03
1362 1.2485392e-01 3.0822582e+01 1.1296608e+00 2.6898494e-02 1.9139833e+00 2.8564975e-01 3.0858688e+01 1.2633748e+03
1363 1.2316453e-01 3.0952942e+01 1.1188465e+00 2.5840698e-02 1.9149127e+00 2.8592846e-01 3.0825375e+01 1.2642088e+03
1364 1.2540421e-01 3.0939163e+01 1.1274630e+00 2.2228751e-02 1.9068606e+00 2.8834039e-01 3.0794563e+01 1.2650018e+03
1365 1.2769055e-01 3.0932274e+01 1.1330807e+00 2.0961551e-02 1.9109082e+00 2.9038703e-01 3.0246571e+01 1.2659038e+03
1366 1.2856206e-01 3.0835220e+01 1.1282709e+00 2.4060031e-02 1.8959924e+00 2.8939337e-01 3.0178110e+01 1.2667188e+03
1367 1.2741391e-01 3.0912445e+01 1.1400603e+00 2.6776865e-02 1.9094849e+00 2.9318875e-01 3.0217270e+01 1.2676488e+03
1368 1.2686050e-01 3.0743465e+01 1.1225690e+00 2.0756252e-02 1.9161069e+00 2.9333296e-01 3.0318146e+01 1.2684838e+03
1369 1.2575206e-01 3.0929203e+01 1.1363344e+00 1.8679816e-02 1.8977307e+00 2.8542498e-01 3.0616297e+01 1.2693108e+03
1370 1.2205438e-01 3.0875444e+01 1.1268630e+00 2.2740522e-02 1.9089062e+00 2.9139310e-01 3.0845207e+01 1.2701338e+03
1371 1.2440726e-01 3.1043270e+01 1.1150178e+00 2.9946219e-02 1.9229789e+00 2.8730750e-01 3.0552441e+01 1.2709278e+03
1372 1.2279738e-01 3.0928316e+01 1.1350484e+00 2.3155646e-02 1.8945191e+00 2.8893688e-01 3.0388716e+01 1.2718938e+03
1373 1.2186883e-01 3.0840416e+01 1.1328878e+00 2.6700044e-02 1.9091443e+00 2.9174471e-01 3.0851759e+01 1.2727138e+03
1374 1.2454402e-01 3.0962395e+01 1.1291289e+00 2.3473309e-02 1.9089525e+00 2.8370836e-01 3.0734352e+01 1.2735098e+03
1375 1.2356476e-01 3.0971739e+01 1.1254295e+00 2.4790291e-02 1.9226599e+00 2.8788054e-01 3.0703234e+01 1.2745528e+03
1376 1.2583968e-01 3.0933504e+01 1.1214749e+00 2.7748311e-02 1.9061282e+00 2.8447053e-01 3.0423178e+01 1.2755608e+03
1377 1.2301292e-01 3.1025511e+01 1.1196067e+00 2.1967378e-02 1.9068217e+00 2.9154584e-01 3.0374599e+01 1.2765518e+03
1378 1.2231559e-01 3.0977844e+01 1.1240052e+00 2.9660042e-02 1.9092610e+00 2.9037654e-01 3.0775326e+01 1.2773828e+03
1379 1.2226734e-01 3.0973425e+01 1.1132231e+00 1.8577816e-02 1.9035020e+00 2.8190598e-01 3.0369591e+01 1.2782208e+03
1380 1.2512472e-01 3.0849903e+01 1.1296161e+00 1.8965291e-02 1.9063182e+00 2.8123042e-01 3.0528784e+01 1.2790618e+03
1381 1.3055240e-01 3.0859066e+01 1.1091369e+00 2.6304554e-02 1.9112817e+00 3.1080490e-01 3.0563648e+01 1.2798788e+03
1382 1.3943101e-01 3.1073193e+01 1.1244700e+00 2.7601907e-02 1.9054829e+00 2.9745832e-01 3.0519918e+01 1.2808688e+03
1383 1.3701540e-01 3.0773436e+01 1.1189015e+00 2.3117382e-02 1.9131776e+00 2.9364821e-01 3.0636570e+01 1.2817638e+03
1384 1.3159865e-01 3.0714334e+01 1.1241881e+00 2.2854617e-02 1.8962561e+00 2.9054290e-01 3.0467340e+01 1.2826038e+03
1385 1.3113908e-01 3.0721422e+01 1.1075454e+00 2.0181611e-02 1.9095801e+00 2.8642112e-01 3.0677547e+01 1.2834828e+03
1386 1.3257146e-01 3.0830097e+01 1.1108103e+00 2.3264484e-02 1.9149855e+00 2.9438967e-01 3.0266888e+01 1.2843088e+03
1387 1.4066854e-01 3.0591297e+01 1.1286483e+00 1.8884413e-02 1.9044861e+00 2.9368475e-01 3.0042744e+01 1.2852778e+03
1388 1.4120063e-01 3.0637465e+01 1.1276747e+00 2.4791110e-02 1.9008744e+00 2.9857406e-01 3.0290956e+01 1.2860998e+03
1389 1.3465574e-01 3.0605413e+01 1.1333294e+00 2.5590023e-02 1.9367502e+00 2.9429731e-01 3.0206614e+01 1.2869698e+03
1390 1.2822449e-01 3.0535419e+01 1.1295460e+00 2.1784805e-02 1.8953749e+00 2.9221970e-01 3.0252953e+01 1.2878868e+03
1391 1.2762018e-01 3.0712677e+01 1.1133081e+00 2.6376043e-02 1.9095492e+00 2.9578808e-01 2.9967730e+01 1.2889558e+03
1392 1.2992568e-01 3.0607639e+01 1.1231446e+00 1.6683776e-02 1.9242371e+00 2.9981977e-01 3.0307074e+01 1.2899738e+03
1393 1.3128254e-01 3.0661585e+01 1.1146435e+00 1.9998455e-02 1.9168459e+00 3.0234680e-01 3.0694075e+01 1.2908028e+03
1394 1.4079370e-01 3.0659132e+01 1.1212716e+00 2.1713948e-02 1.9021348e+00 3.0558702e-01 3.0621597e+01 1.2916568e+03
1395 1.3234587e-01 3.0518707e+01 1.1218758e+00 2.3345653e-02 1.9273198e+00 2.8975829e-01 3.0387836e+01 1.2925088e+03
1396 1.2770203e-01 3.0545738e+01 1.1231037e+00 1.8018628e-02 1.8985763e+00 2.8732932e-01 3.0078171e+01 1.2933678e+03
1397 1.2157152e-01 3.0613997e+01 1.1156814e+00 2.4688039e-02 1.9209353e+00 2.8646553e-01 3.0256975e+01 1.2943588e+03
1398 1.2153435e-01 3.0772617e+01 1.1063516e+00 1.7265333e-02 1.9128764e+00 2.9137841e-01 3.0247976e+01 1.2951828e+03
1399 1.2238284e-01 3.0720257e+01 1.1172701e+00 2.6949925e-02 1.9180144e+00 2.8176805e-01 3.0050749e+01 1.2960238e+03
1400 1.2351704e-01 3.0688482e+01 1.1108389e+00 2.5198553e-02 1.9087517e+00 2.9045570e-01 3.0386488e+01 1.2968948e+03
1401 1.3085830e-01 3.0734245e+01 1.1268969e+00 2.7220823e-02 1.8993049e+00 3.1043684e-01 3.0483780e+01 1.2976628e+03
1402 1.3121654e-01 3.0678822e+01 1.1162961e+00 1.9718640e-02 1.9282994e+00 2.9588214e-01 3.0268435e+01 1.2985208e+03
1403 1.2869243e-01 3.0548931e+01 1.1290209e+00 1.9588005e-02 1.9203818e+00 2.8600031e-01 3.0292454e+01 1.2994138e+03
1404 1.3063812e-01 3.0693750e+01 1.1246437e+00 2.3123113e-02 1.9122097e+00 2.9537061e-01 3.0129822e+01 1.3002828e+03
1405 1.2985906e-01 3.0629612e+01 1.1238403e+00 2.5176166e-02 1.9228438e+00 3.0117285e-01 3.0081087e+01 1.3011558e+03
1406 1.2948625e-01 3.0644110e+01 1.1173699e+00 1.8545888e-02 1.9069574e+00 2.8995827e-01 3.0192301e+01 1.3021748e+03
1407 1.2728268e-01 3.0547028e+01 1.1192107e+00 2.1257577e-02 1.9166477e+00 2.9113504e-01 3.0444347e+01 1.3031778e+03
1408 1.2308019e-01 3.0617586e+01 1.1183702e+00 2.1581115e-02 1.9088067e+00 2.8163761e-01 3.0422256e+01 1.3040258e+03
1409 1.2156315e-01 3.0643814e+01 1.1096457e+00 2.0539604e-02 1.9149321e+00 2.8556153e-01 3.0544966e+01 1.3048438e+03
1410 1.2090510e-01 3.0820179e+01 1.1162654e+00 2.2330604e-02 1.9125706e+00 2.9248655e-01 3.0381666e+01 1.3056608e+03
1411 1.2067278e-01 3.0717211e+01 1.1045719e+00 1.9777050e-02 1.9079744e+00 2.8263959e-01 3.0326160e+01 1.3065268e+03
1412 1.2059923e-01 3.0715559e+01 1.1150824e+00 2.7856765e-02 1.9041090e+00 2.7997416e-01 3.0553774e+01 1.3073118e+03
1413 1.1976169e-01 3.0777115e+01 1.1125430e+00 2.4893640e-02 1.9095170e+00 2.8017348e-01 3.0893801e+01 1.3083248e+03
1414 1.2185276e-01 3.0884785e+01 1.1135813e+00 1.7916642e-02 1.9074956e+00 2.8182024e-01 3.0652662e+01 1.3091438e+03
1415 1.2146124e-01 3.0798008e+01 1.1084083e+00 1.9174799e-02 1.9042431e+00 2.8207293e-01 3.0188705e+01 1.3100218e+03
1416 1.2360554e-01 3.0730379e+01 1.1154892e+00 2.1538632e-02 1.9152074e+00 2.9255038e-01 3.0170719e+01 1.3108128e+03
1417 1.2379882e-01 3.0809326e+01 1.1258607e+00 2.0681413e-02 1.9072502e+00 2.8662437e-01 3.0227303e+01 1.3117168e+03
1418 1.2255751e-01 3.0657862e+01 1.1045587e+00 1.8141199e-02 1.9090129e+00 2.9074371e-01 3.0379181e+01 1.3126278e+03
1419 1.2462229e-01 3.0784485e+01 1.1173804e+00 1.8679619e-02 1.9091531e+00 2.9403403e-01 3.0413004e+01 1.3134438e+03
1420 1.2588462e-01 3.0738287e+01 1.1282905e+00 1.8473906e-02 1.9131957e+00 2.8479487e-01 3.0484053e+01 1.3143148e+03
1421 1.3118400e-01 3.0716335e+01 1.0994989e+00 2.4805229e-02 1.9055700e+00 2.8930530e-01 3.0533886e+01 1.3153668e+03
1422 1.2798619e-01 3.0777174e+01 1.1334547e+00 1.6559333e-02 1.9118358e+00 2.9134643e-01 3.0526367e+01 1.3163208e+03
1423 1.4066301e-01 3.0908377e+01 1.1110646e+00 1.7742561e-02 1.9235903e+00 3.0240300e-01 3.0331297e+01 1.3172947e+03
1424 1.4090948e-01 3.0676567e+01 1.1094457e+00 2.0043874e-02 1.9135305e+00 2.9749912e-01 3.0193924e+01 1.3180867e+03
1425 1.3110322e-01 3.0457693e+01 1.1221129e+00 2.6806541e-02 1.9306521e+00 2.9613769e-01 2.9933640e+01 1.3190227e+03
1426 1.2893331e-01 3.0425430e+01 1.1067200e+00 1.5965339e-02 1.9172361e+00 2.8855097e-01 3.0103256e+01 1.3198447e+03
1427 1.2458885e-01 3.0486120e+01 1.1215600e+00 3.5084277e-02 1.9209868e+00 2.8692651e-01 3.0097864e+01 1.3206327e+03
