# epoch recerr_sq kldiv unmix dataug lact_dec valid_recerr_sq valid_kldiv duration
1988 9.4658270e-02 3.1131075e+01 9.4797808e-01 1.0565598e-02 1.9207920e+00 2.6393047e-01 3.1031265e+01 1.8426227e+03
1989 1.0190212e-01 3.1032143e+01 9.6310395e-01 1.6453223e-02 1.8894020e+00 2.6362368e-01 3.1194813e+01 1.8435377e+03
1990 1.0468002e-01 3.1043053e+01 9.5500690e-01 1.9362470e-02 1.9201226e+00 2.6132563e-01 3.1307520e+01 1.8443977e+03
1991 1.1007532e-01 3.1217054e+01 9.4067562e-01 1.9250693e-02 1.8872511e+00 2.6136738e-01 3.0577650e+01 1.8453427e+03
1992 1.1280189e-01 3.0825159e+01 9.5346916e-01 1.5948562e-02 1.9092826e+00 2.6978946e-01 2.9804918e+01 1.8461757e+03
1993 1.1292243e-01 3.0828186e+01 9.4795716e-01 1.9860527e-02 1.8893243e+00 2.8196707e-01 2.9744417e+01 1.8470347e+03
1994 1.0825687e-01 3.0878429e+01 9.4558251e-01 1.6520716e-02 1.9077157e+00 2.8093231e-01 3.0018816e+01 1.8479017e+03
1995 1.0402769e-01 3.0847458e+01 9.3298566e-01 2.1597004e-02 1.9007221e+00 2.6605728e-01 3.0194855e+01 1.8487757e+03
1996 1.0069630e-01 3.0726315e+01 9.5385301e-01 1.8192127e-02 1.9081881e+00 2.6803470e-01 3.0283381e+01 1.8497077e+03
1997 1.0388543e-01 3.0706993e+01 9.4252712e-01 2.0305563e-02 1.9078460e+00 2.7159518e-01 3.0282766e+01 1.8505677e+03
1998 9.9936001e-02 3.0835758e+01 9.5713317e-01 1.2828014e-02 1.9019554e+00 2.6530468e-01 3.0168291e+01 1.8514297e+03
1999 1.0015031e-01 3.0873316e+01 9.3247646e-01 1.3415128e-02 1.8976972e+00 2.6955253e-01 2.9978643e+01 1.8522097e+03
2000 1.0390957e-01 3.1052656e+01 9.4457012e-01 1.8084230e-02 1.9067193e+00 2.6979631e-01 3.0402025e+01 1.8530737e+03
2001 1.0067423e-01 3.0881992e+01 9.3862861e-01 1.9928630e-02 1.9034164e+00 2.6578042e-01 3.0175808e+01 1.8541017e+03
2002 1.0371295e-01 3.0803574e+01 9.4705564e-01 1.7110504e-02 1.9183186e+00 2.6807025e-01 3.0252083e+01 1.8552057e+03
2003 1.0343509e-01 3.0747044e+01 9.5390230e-01 1.2087815e-02 1.9082649e+00 2.6332483e-01 3.0224514e+01 1.8560997e+03
2004 1.0251430e-01 3.0781742e+01 9.3612361e-01 1.5185263e-02 1.9015568e+00 2.7403668e-01 3.0046032e+01 1.8569927e+03
2005 1.0190357e-01 3.0794346e+01 9.5238513e-01 1.6258135e-02 1.9101006e+00 2.6550645e-01 2.9996586e+01 1.8578266e+03
2006 9.9522538e-02 3.0660086e+01 9.4644970e-01 1.7044652e-02 1.9056510e+00 2.6273102e-01 3.0138220e+01 1.8587116e+03
2007 9.4558991e-02 3.0886417e+01 9.5325172e-01 1.7681556e-02 1.9055772e+00 2.5756934e-01 3.0333384e+01 1.8596226e+03
2008 9.2612363e-02 3.0868277e+01 9.4458312e-01 1.9073062e-02 1.8988293e+00 2.6603681e-01 3.0441757e+01 1.8604706e+03
2009 9.4729520e-02 3.1006618e+01 9.4847047e-01 1.5193520e-02 1.9017560e+00 2.5772303e-01 3.0556555e+01 1.8613806e+03
2010 9.0447612e-02 3.0942181e+01 9.5096898e-01 1.6838986e-02 1.9078782e+00 2.5257596e-01 3.0417528e+01 1.8621856e+03
2011 8.9190491e-02 3.0906265e+01 9.3590724e-01 1.2883479e-02 1.8957512e+00 2.6142159e-01 3.0802248e+01 1.8629896e+03
2012 9.0294391e-02 3.1011272e+01 9.4180799e-01 1.5976312e-02 1.9106427e+00 2.5693509e-01 3.0823221e+01 1.8639626e+03
2013 8.7760910e-02 3.1033499e+01 9.4378608e-01 1.0831091e-02 1.8970478e+00 2.5394487e-01 3.0689301e+01 1.8647826e+03
2014 8.8377118e-02 3.1051163e+01 9.3859267e-01 1.7316762e-02 1.8966651e+00 2.5915787e-01 3.0817495e+01 1.8656216e+03
2015 8.9099102e-02 3.1043900e+01 9.4213963e-01 1.9973906e-02 1.8916726e+00 2.5845826e-01 3.0769554e+01 1.8666146e+03
2016 9.0268791e-02 3.1173656e+01 9.3709362e-01 1.9050833e-02 1.9048803e+00 2.6197711e-01 3.0530127e+01 1.8675286e+03
2017 9.1824763e-02 3.1093662e+01 9.4185787e-01 1.4347682e-02 1.9084502e+00 2.6577094e-01 3.0476089e+01 1.8686136e+03
2018 9.2602797e-02 3.1057301e+01 9.4436145e-01 1.5037018e-02 1.8986839e+00 2.6150438e-01 3.0759382e+01 1.8696406e+03
2019 9.1553807e-02 3.1186123e+01 9.3387258e-01 1.5597669e-02 1.8933101e+00 2.6278308e-01 3.0715855e+01 1.8704476e+03
2020 9.1903687e-02 3.1073977e+01 9.4313180e-01 2.1626065e-02 1.9066744e+00 2.6947013e-01 3.0895588e+01 1.8713266e+03
2021 9.0944149e-02 3.1158073e+01 9.3015307e-01 1.7816955e-02 1.8991526e+00 2.6205379e-01 3.0911957e+01 1.8722146e+03
2022 8.8398762e-02 3.1151657e+01 9.4437081e-01 1.4771024e-02 1.8971514e+00 2.6134449e-01 3.0800842e+01 1.8730876e+03
2023 8.9602999e-02 3.1219797e+01 9.3990952e-01 1.5280796e-02 1.9080796e+00 2.5885895e-01 3.0736570e+01 1.8740226e+03
2024 8.8940136e-02 3.1267761e+01 9.4054770e-01 1.2353919e-02 1.8929182e+00 2.6172864e-01 3.0528610e+01 1.8748516e+03
2025 9.0741150e-02 3.1214922e+01 9.4716388e-01 2.0138867e-02 1.9022644e+00 2.6083991e-01 3.0573566e+01 1.8757276e+03
2026 8.8293783e-02 3.1146820e+01 9.4225085e-01 1.8888429e-02 1.9045116e+00 2.6067743e-01 3.0777048e+01 1.8766086e+03
2027 8.8967316e-02 3.1243120e+01 9.3516898e-01 2.0031339e-02 1.8986009e+00 2.6174945e-01 3.0677319e+01 1.8774936e+03
2028 9.2310250e-02 3.1159700e+01 9.4099879e-01 1.0376032e-02 1.9081603e+00 2.6267412e-01 3.0914879e+01 1.8783076e+03
2029 9.0092279e-02 3.1265089e+01 9.3349296e-01 1.6249407e-02 1.8924198e+00 2.5454685e-01 3.0708376e+01 1.8792096e+03
2030 8.8601477e-02 3.1225039e+01 9.3122923e-01 1.1840258e-02 1.8966285e+00 2.6066214e-01 3.0587818e+01 1.8799866e+03
2031 8.8952057e-02 3.1315891e+01 9.4477344e-01 1.4173094e-02 1.8992908e+00 2.6194075e-01 3.0586617e+01 1.8808206e+03
2032 8.8912204e-02 3.1261639e+01 9.3347353e-01 1.7734181e-02 1.9032788e+00 2.5722268e-01 3.0695827e+01 1.8818506e+03
2033 8.9696981e-02 3.1147821e+01 9.3718207e-01 1.5912576e-02 1.8917905e+00 2.6184985e-01 3.0807320e+01 1.8829446e+03
2034 9.1083720e-02 3.1268301e+01 9.4077611e-01 1.0403109e-02 1.9096391e+00 2.6249328e-01 3.1047016e+01 1.8837706e+03
2035 9.2683703e-02 3.1250868e+01 9.3048865e-01 1.9590730e-02 1.9057391e+00 2.6384547e-01 3.0912407e+01 1.8847756e+03
2036 9.3017124e-02 3.1114750e+01 9.5454860e-01 1.4894754e-02 1.9009936e+00 2.6135373e-01 3.0939276e+01 1.8855456e+03
2037 9.4514512e-02 3.1360912e+01 9.3098819e-01 2.0510320e-02 1.8982686e+00 2.6817891e-01 3.0977509e+01 1.8864486e+03
2038 9.8191336e-02 3.1358398e+01 9.4017762e-01 1.4711029e-02 1.8936243e+00 2.6011199e-01 3.0608528e+01 1.8873846e+03
2039 1.0105706e-01 3.1086918e+01 9.4411290e-01 1.9838260e-02 1.8938100e+00 2.5846002e-01 3.0773094e+01 1.8882476e+03
2040 9.8405384e-02 3.0959805e+01 9.3286562e-01 1.6060799e-02 1.9074779e+00 2.6635343e-01 3.0828705e+01 1.8890666e+03
2041 9.5479354e-02 3.1115692e+01 9.2327982e-01 1.5391985e-02 1.9115112e+00 2.6196581e-01 3.1193966e+01 1.8899396e+03
2042 9.4085984e-02 3.0981840e+01 9.3649465e-01 1.7968643e-02 1.8973048e+00 2.5782433e-01 3.1133860e+01 1.8908026e+03
2043 9.4372787e-02 3.1122433e+01 9.4469482e-01 2.2219043e-02 1.9056338e+00 2.6733458e-01 3.0760250e+01 1.8916376e+03
2044 9.1578126e-02 3.1220196e+01 9.2220557e-01 1.6897881e-02 1.8960961e+00 2.6491365e-01 3.0767859e+01 1.8923736e+03
2045 9.3026727e-02 3.1134848e+01 9.3712151e-01 1.6050398e-02 1.8905696e+00 2.6185608e-01 3.0414154e+01 1.8932266e+03
2046 9.0147138e-02 3.1154974e+01 9.3309975e-01 1.3892643e-02 1.8976883e+00 2.5857145e-01 3.0519348e+01 1.8941146e+03
2047 9.1135249e-02 3.1102135e+01 9.2416537e-01 1.3168080e-02 1.8974192e+00 2.6315969e-01 3.0778559e+01 1.8950356e+03
2048 9.2184313e-02 3.1136238e+01 9.3257010e-01 1.6099818e-02 1.8914341e+00 2.7526531e-01 3.0911924e+01 1.8961846e+03
2049 9.2230491e-02 3.1126953e+01 9.3442100e-01 1.4924048e-02 1.9057722e+00 2.5412479e-01 3.0995653e+01 1.8970916e+03
2050 8.9481600e-02 3.1192610e+01 9.3341058e-01 1.5968634e-02 1.8919566e+00 2.5689307e-01 3.0908882e+01 1.8980216e+03
2051 8.8869072e-02 3.1268383e+01 9.3139100e-01 1.8754264e-02 1.9046584e+00 2.6100662e-01 3.0671621e+01 1.8988686e+03
2052 8.6725570e-02 3.1121653e+01 9.2809761e-01 1.7851133e-02 1.8946983e+00 2.5633758e-01 3.0812126e+01 1.8997486e+03
2053 8.7490052e-02 3.1181843e+01 9.2675549e-01 1.1283095e-02 1.9018869e+00 2.5325948e-01 3.0835920e+01 1.9006856e+03
2054 8.6151399e-02 3.1218706e+01 9.2441088e-01 1.9980671e-02 1.8921880e+00 2.5508106e-01 3.0949104e+01 1.9016336e+03
2055 8.6649157e-02 3.1240978e+01 9.3158120e-01 1.6034128e-02 1.9017371e+00 2.5729665e-01 3.0889149e+01 1.9025436e+03
2056 8.6855508e-02 3.1284977e+01 9.2618096e-01 1.5008471e-02 1.8916504e+00 2.5622123e-01 3.0700138e+01 1.9034656e+03
2057 8.9766532e-02 3.1193460e+01 9.3320382e-01 1.4578129e-02 1.8948530e+00 2.6688865e-01 3.0752043e+01 1.9043646e+03
2058 9.0073027e-02 3.1255646e+01 9.3362367e-01 1.4893344e-02 1.9064008e+00 2.6377612e-01 3.0777681e+01 1.9051716e+03
2059 8.8315554e-02 3.1190866e+01 9.2790258e-01 2.3479527e-02 1.8983862e+00 2.5617397e-01 3.0784056e+01 1.9059746e+03
2060 8.5309982e-02 3.1160551e+01 9.2285848e-01 1.8313644e-02 1.8871458e+00 2.5814492e-01 3.0794632e+01 1.9068906e+03
2061 8.7937884e-02 3.1169746e+01 9.2029673e-01 1.4209445e-02 1.8993713e+00 2.5935262e-01 3.0743423e+01 1.9077256e+03
2062 8.7074444e-02 3.1218370e+01 9.2888665e-01 1.5815260e-02 1.8983001e+00 2.6212111e-01 3.0946449e+01 1.9087356e+03
2063 8.7860435e-02 3.1216742e+01 9.2022181e-01 1.7072143e-02 1.8994745e+00 2.5709257e-01 3.0838184e+01 1.9098246e+03
2064 8.8080451e-02 3.1173008e+01 9.2622298e-01 1.2853636e-02 1.8889577e+00 2.6324436e-01 3.0904238e+01 1.9106856e+03
2065 8.9761615e-02 3.1143917e+01 9.3857336e-01 1.3213237e-02 1.8940427e+00 2.6372948e-01 3.0820339e+01 1.9115436e+03
2066 9.1419749e-02 3.1116381e+01 9.3122947e-01 1.1183068e-02 1.8887097e+00 2.6089308e-01 3.0918171e+01 1.9123436e+03
2067 9.1770619e-02 3.1063826e+01 9.3597740e-01 1.4216449e-02 1.9004133e+00 2.5772426e-01 3.0963011e+01 1.9132246e+03
2068 9.0237424e-02 3.1134722e+01 9.2583144e-01 1.4955107e-02 1.9020684e+00 2.7394250e-01 3.0933466e+01 1.9140466e+03
2069 9.1372468e-02 3.1172554e+01 9.2560965e-01 1.8462047e-02 1.9072233e+00 2.6430124e-01 3.1128025e+01 1.9149436e+03
2070 9.1547921e-02 3.1112967e+01 9.3903589e-01 2.1849545e-02 1.8979763e+00 2.6032564e-01 3.1084579e+01 1.9157796e+03
2071 9.1509849e-02 3.1196207e+01 9.2484659e-01 1.0344753e-02 1.9016092e+00 2.6436087e-01 3.1428869e+01 1.9167446e+03
2072 9.4700947e-02 3.1213358e+01 9.1950119e-01 1.3237252e-02 1.8994714e+00 2.5825974e-01 3.1111855e+01 1.9176016e+03
2073 9.0316847e-02 3.1133329e+01 9.2374390e-01 1.6678827e-02 1.8931788e+00 2.5739589e-01 3.0853441e+01 1.9184586e+03
2074 8.8621706e-02 3.1107700e+01 9.2792273e-01 1.9304452e-02 1.8966308e+00 2.5865173e-01 3.0881863e+01 1.9192656e+03
2075 8.8597722e-02 3.1201668e+01 9.1292322e-01 1.6371669e-02 1.8845711e+00 2.5835681e-01 3.0697996e+01 1.9201425e+03
2076 8.8273317e-02 3.1268227e+01 9.2721015e-01 1.8191488e-02 1.9019966e+00 2.6312190e-01 3.0820097e+01 1.9209455e+03
2077 8.8192306e-02 3.1350996e+01 9.2546535e-01 1.8650491e-02 1.8942446e+00 2.6107651e-01 3.0780214e+01 1.9219635e+03
2078 8.8664927e-02 3.1283058e+01 9.2316723e-01 2.0810552e-02 1.8992058e+00 2.5060412e-01 3.0950766e+01 1.9229065e+03
2079 8.9279570e-02 3.1212797e+01 9.1845590e-01 1.6692132e-02 1.8929409e+00 2.5577560e-01 3.0970192e+01 1.9239095e+03
2080 9.0886354e-02 3.1329214e+01 9.2840481e-01 1.8886311e-02 1.8988833e+00 2.6215851e-01 3.0646187e+01 1.9247835e+03
2081 9.0201400e-02 3.1132486e+01 9.1484863e-01 1.3576244e-02 1.8970426e+00 2.5981605e-01 3.0613413e+01 1.9257105e+03
2082 8.9339681e-02 3.1103731e+01 9.3498957e-01 1.7885055e-02 1.8959087e+00 2.5642297e-01 3.0548246e+01 1.9266195e+03
2083 9.1843955e-02 3.1197086e+01 9.3174404e-01 1.4268436e-02 1.9008952e+00 2.6009697e-01 3.0703362e+01 1.9274605e+03
2084 9.5653258e-02 3.1259590e+01 9.2963213e-01 1.3517489e-02 1.9066318e+00 2.6348183e-01 3.0868557e+01 1.9283165e+03
2085 9.8339036e-02 3.1165665e+01 9.3256599e-01 1.2308654e-02 1.8999461e+00 2.6665124e-01 3.1150093e+01 1.9291665e+03
2086 1.0042912e-01 3.1074766e+01 9.2467177e-01 1.4501980e-02 1.8957115e+00 2.5381279e-01 3.0825420e+01 1.9300795e+03
2087 9.6843317e-02 3.1098509e+01 9.3439698e-01 1.8135633e-02 1.8918047e+00 2.6027921e-01 3.0732941e+01 1.9308525e+03
2088 9.2375256e-02 3.1069302e+01 9.1774565e-01 1.3994751e-02 1.9074786e+00 2.6682135e-01 3.0891796e+01 1.9316425e+03
2089 9.7086318e-02 3.1145020e+01 9.1719854e-01 1.3032000e-02 1.9053143e+00 2.7644512e-01 3.0571394e+01 1.9324385e+03
2090 9.7774453e-02 3.1168518e+01 9.2287266e-01 1.9988568e-02 1.8954120e+00 2.6893753e-01 3.0736649e+01 1.9333205e+03
2091 1.0634938e-01 3.1146088e+01 9.2428124e-01 1.7466579e-02 1.8944234e+00 2.6632896e-01 3.0793066e+01 1.9342605e+03
2092 1.0770702e-01 3.1208569e+01 9.2819113e-01 2.0219931e-02 1.9000648e+00 2.7004978e-01 3.0665644e+01 1.9350305e+03
2093 9.5964633e-02 3.1062757e+01 9.2884898e-01 1.3329947e-02 1.8965616e+00 2.6735681e-01 3.0513779e+01 1.9361135e+03
2094 9.4687387e-02 3.0837093e+01 9.1967762e-01 1.5030106e-02 1.8821136e+00 2.5767362e-01 3.0764732e+01 1.9372055e+03
2095 9.6792102e-02 3.0980371e+01 9.2658859e-01 1.5286588e-02 1.8885801e+00 2.5494197e-01 3.0654594e+01 1.9381315e+03
2096 9.1156662e-02 3.1077709e+01 9.1999543e-01 1.9039884e-02 1.8838290e+00 2.5899059e-01 3.0507660e+01 1.9389655e+03
2097 8.8474765e-02 3.1110649e+01 9.1698688e-01 1.6357467e-02 1.9043425e+00 2.5758237e-01 3.0542376e+01 1.9397965e+03
2098 8.8761888e-02 3.1038656e+01 9.2065036e-01 1.6153986e-02 1.8954130e+00 2.5723276e-01 3.0500059e+01 1.9406645e+03
2099 8.8116869e-02 3.1121202e+01 9.2212659e-01 2.0884154e-02 1.8997594e+00 2.6086429e-01 3.0612045e+01 1.9415105e+03
2100 8.7333344e-02 3.1064280e+01 9.2446524e-01 1.0311936e-02 1.9015921e+00 2.5210834e-01 3.0769976e+01 1.9423205e+03
2101 8.7453023e-02 3.1144844e+01 9.2406136e-01 1.9141315e-02 1.8999673e+00 2.4978507e-01 3.0994192e+01 1.9432315e+03
2102 8.6202756e-02 3.1120033e+01 9.2365503e-01 1.5225872e-02 1.8923154e+00 2.5723746e-01 3.1145966e+01 1.9441415e+03
2103 9.0718120e-02 3.1200661e+01 9.1606307e-01 1.6885603e-02 1.8990242e+00 2.6677489e-01 3.0862230e+01 1.9449445e+03
2104 9.1663510e-02 3.1167074e+01 9.3576932e-01 1.6439434e-02 1.9058571e+00 2.6348341e-01 3.0923319e+01 1.9457435e+03
2105 8.7340437e-02 3.1272131e+01 9.2604125e-01 1.7173257e-02 1.8967117e+00 2.5691122e-01 3.0830790e+01 1.9466285e+03
2106 8.5561387e-02 3.1209648e+01 9.1647685e-01 1.3355782e-02 1.8985496e+00 2.6037130e-01 3.1040434e+01 1.9475655e+03
2107 8.7792702e-02 3.1310703e+01 9.2017192e-01 1.3156008e-02 1.9051365e+00 2.5986570e-01 3.1012074e+01 1.9483625e+03
2108 8.9331381e-02 3.1250067e+01 9.1431224e-01 1.7154522e-02 1.8982867e+00 2.6016918e-01 3.1201988e+01 1.9496245e+03
2109 9.2389546e-02 3.1174965e+01 9.1659582e-01 1.6973330e-02 1.8948455e+00 2.5893199e-01 3.0752871e+01 1.9507825e+03
2110 9.1868326e-02 3.1139294e+01 9.2399335e-01 2.0642132e-02 1.8969260e+00 2.5842509e-01 3.1046223e+01 1.9518165e+03
2111 9.3373314e-02 3.1239504e+01 9.1760862e-01 1.9248545e-02 1.8964087e+00 2.6614806e-01 3.0937044e+01 1.9528575e+03
2112 9.7882934e-02 3.1200859e+01 9.3555081e-01 2.1224750e-02 1.9171809e+00 2.7286434e-01 3.0775604e+01 1.9539065e+03
2113 1.0703474e-01 3.1108471e+01 9.4160491e-01 1.3935251e-02 1.9055033e+00 2.6539126e-01 3.0504820e+01 1.9547685e+03
2114 1.0573521e-01 3.1195133e+01 9.5222735e-01 1.7368060e-02 1.9053837e+00 2.8690603e-01 3.0555752e+01 1.9556124e+03
2115 1.0917429e-01 3.1059669e+01 9.2695373e-01 1.3681887e-02 1.9060441e+00 2.7782148e-01 3.0606379e+01 1.9564454e+03
2116 1.0200727e-01 3.0942770e+01 9.4991791e-01 1.1962637e-02 1.9174663e+00 2.7042636e-01 3.0941179e+01 1.9573484e+03
2117 1.0006183e-01 3.0990875e+01 9.2198133e-01 1.6364031e-02 1.9092200e+00 2.6843277e-01 3.0643974e+01 1.9581064e+03
2118 9.4634071e-02 3.0759405e+01 9.4292569e-01 1.3384701e-02 1.9054056e+00 2.6458499e-01 3.0790554e+01 1.9590194e+03
2119 9.1358125e-02 3.0933411e+01 9.3058836e-01 1.4544089e-02 1.8906115e+00 2.5597945e-01 3.0689173e+01 1.9598814e+03
2120 8.9467108e-02 3.1047840e+01 9.4234079e-01 1.0602992e-02 1.9135479e+00 2.6156166e-01 3.0674355e+01 1.9606694e+03
2121 9.1391437e-02 3.1155769e+01 9.5424706e-01 1.4768320e-02 1.8989263e+00 2.6184309e-01 3.0811296e+01 1.9614394e+03
2122 9.2294864e-02 3.1116663e+01 9.2903030e-01 1.5172783e-02 1.9014784e+00 2.6258653e-01 3.0626364e+01 1.9622864e+03
2123 9.1652021e-02 3.1074974e+01 9.3653846e-01 1.4678106e-02 1.8914857e+00 2.5282279e-01 3.0488155e+01 1.9633704e+03
2124 9.2937224e-02 3.1181932e+01 9.2395264e-01 2.0906391e-02 1.9088670e+00 2.5977707e-01 3.0640285e+01 1.9644404e+03
2125 9.4091475e-02 3.1226654e+01 9.2909443e-01 2.0983072e-02 1.8953630e+00 2.6880819e-01 3.0410089e+01 1.9652684e+03
2126 9.5234901e-02 3.1025093e+01 9.2388529e-01 1.3496631e-02 1.8955030e+00 2.6353368e-01 3.0421995e+01 1.9661004e+03
2127 9.1710292e-02 3.0954144e+01 9.2447633e-01 1.6275410e-02 1.9008819e+00 2.6222992e-01 3.0463926e+01 1.9669554e+03
2128 9.0154655e-02 3.0922773e+01 9.3150747e-01 1.2291121e-02 1.8916689e+00 2.6351017e-01 3.0780924e+01 1.9678294e+03
2129 8.6953722e-02 3.1106573e+01 9.1502184e-01 1.0921190e-02 1.8991863e+00 2.5705603e-01 3.0502390e+01 1.9686654e+03
2130 8.4751904e-02 3.1148485e+01 9.2267126e-01 1.8323814e-02 1.8896368e+00 2.5120997e-01 3.0720026e+01 1.9695944e+03
2131 8.3989561e-02 3.1122282e+01 9.2241961e-01 1.5340061e-02 1.8972905e+00 2.5354487e-01 3.0752468e+01 1.9705134e+03
2132 8.5060604e-02 3.1114828e+01 9.2004693e-01 1.7795147e-02 1.8977740e+00 2.5592843e-01 3.1000765e+01 1.9712984e+03
2133 8.5481368e-02 3.1280571e+01 9.1834253e-01 1.4501747e-02 1.9021163e+00 2.5714225e-01 3.0925034e+01 1.9720814e+03
2134 8.8366605e-02 3.1249899e+01 9.2454159e-01 1.6946552e-02 1.9078801e+00 2.5536814e-01 3.1030846e+01 1.9729414e+03
2135 8.8128828e-02 3.1203060e+01 9.1295189e-01 1.4741188e-02 1.8792797e+00 2.5151366e-01 3.1037395e+01 1.9738614e+03
2136 8.8802524e-02 3.1191183e+01 9.2220747e-01 1.4650556e-02 1.8899158e+00 2.5648496e-01 3.0994848e+01 1.9747154e+03
2137 9.3386896e-02 3.1220640e+01 9.1293949e-01 1.7400093e-02 1.9015214e+00 2.6285359e-01 3.0703169e+01 1.9756244e+03
2138 9.9946439e-02 3.1353168e+01 9.1521013e-01 1.2652323e-02 1.9005749e+00 2.7280498e-01 3.0358589e+01 1.9767554e+03
2139 1.0341460e-01 3.1196695e+01 9.2113674e-01 1.7268071e-02 1.8844129e+00 2.6678985e-01 3.0753016e+01 1.9778344e+03
2140 1.0492770e-01 3.1060337e+01 9.2145592e-01 1.7975986e-02 1.9156579e+00 2.6764077e-01 3.0876173e+01 1.9787154e+03
2141 1.0609110e-01 3.1133841e+01 9.2204714e-01 1.3319074e-02 1.9091074e+00 2.6896009e-01 3.0592445e+01 1.9797264e+03
2142 1.1509410e-01 3.0814367e+01 9.1916931e-01 1.1040621e-02 1.9029350e+00 2.9201165e-01 3.0277266e+01 1.9806054e+03
2143 1.0969137e-01 3.0805859e+01 9.1500765e-01 1.8272372e-02 1.9002441e+00 2.8076741e-01 3.0270332e+01 1.9814334e+03
2144 1.0227931e-01 3.0903059e+01 9.1640246e-01 1.4794596e-02 1.8895661e+00 2.7266493e-01 3.0033638e+01 1.9823204e+03
2145 9.4894730e-02 3.0683018e+01 9.1097885e-01 1.7514350e-02 1.9024553e+00 2.7048498e-01 3.0304493e+01 1.9831734e+03
2146 9.3457855e-02 3.0834343e+01 9.2073929e-01 1.5038838e-02 1.9037402e+00 2.7042517e-01 3.0524794e+01 1.9840244e+03
2147 9.1303557e-02 3.0918402e+01 9.1716087e-01 1.3248714e-02 1.9068199e+00 2.5373024e-01 3.0657545e+01 1.9849434e+03
2148 8.7999448e-02 3.0910820e+01 9.1868752e-01 1.1228513e-02 1.8867798e+00 2.5655958e-01 3.0747898e+01 1.9859264e+03
2149 9.0054318e-02 3.0967443e+01 9.1146338e-01 1.4168801e-02 1.8991380e+00 2.6101097e-01 3.0731222e+01 1.9868044e+03
2150 8.5722111e-02 3.1188894e+01 9.1424710e-01 1.6254956e-02 1.8872510e+00 2.5490347e-01 3.0620296e+01 1.9875844e+03
2151 8.4965467e-02 3.1171316e+01 9.1029024e-01 1.2368581e-02 1.8983864e+00 2.6153168e-01 3.0721321e+01 1.9884324e+03
2152 8.7632045e-02 3.1077639e+01 9.1301161e-01 1.4227693e-02 1.8901184e+00 2.5538272e-01 3.0574617e+01 1.9892404e+03
2153 8.7699279e-02 3.0956299e+01 9.1847116e-01 1.5759040e-02 1.8930013e+00 2.5603852e-01 3.0702282e+01 1.9902864e+03
2154 8.7421522e-02 3.0982790e+01 9.1369516e-01 1.8577773e-02 1.9017411e+00 2.5499544e-01 3.0544207e+01 1.9913404e+03
2155 8.6604975e-02 3.1087711e+01 9.0950680e-01 1.4684345e-02 1.8880117e+00 2.5623757e-01 3.0594980e+01 1.9921694e+03
2156 8.3168775e-02 3.1122725e+01 9.0755063e-01 1.6608527e-02 1.9000220e+00 2.5970587e-01 3.0711294e+01 1.9930034e+03
2157 8.3860189e-02 3.1089767e+01 9.0561938e-01 1.8460765e-02 1.8917624e+00 2.5494128e-01 3.0676777e+01 1.9938394e+03
2158 8.0848202e-02 3.1072588e+01 9.0651977e-01 1.6057480e-02 1.8867465e+00 2.5306627e-01 3.0678205e+01 1.9946744e+03
2159 8.3092183e-02 3.1123587e+01 9.0986621e-01 1.4297766e-02 1.8874819e+00 2.5203639e-01 3.0851820e+01 1.9954924e+03
2160 8.3221100e-02 3.1217360e+01 9.0998220e-01 1.3997851e-02 1.9028255e+00 2.5736615e-01 3.0882019e+01 1.9963544e+03
2161 8.5005797e-02 3.1199730e+01 9.1192126e-01 1.6184792e-02 1.8799669e+00 2.5963226e-01 3.0839262e+01 1.9971974e+03
2162 8.6510763e-02 3.1090317e+01 9.0863073e-01 1.0776712e-02 1.8837265e+00 2.6046714e-01 3.0930496e+01 1.9980134e+03
2163 8.3840005e-02 3.1097586e+01 9.0377980e-01 1.5176672e-02 1.9033518e+00 2.4854290e-01 3.0885168e+01 1.9988544e+03
2164 8.2985349e-02 3.1171787e+01 9.1401011e-01 1.5031483e-02 1.8993679e+00 2.5374028e-01 3.0765007e+01 1.9997114e+03
2165 8.3697543e-02 3.1030846e+01 9.1760963e-01 1.0729193e-02 1.8886653e+00 2.5792316e-01 3.1004484e+01 2.0005814e+03
2166 8.2128987e-02 3.1261250e+01 9.1063452e-01 1.2362223e-02 1.8951800e+00 2.5641531e-01 3.0904644e+01 2.0016484e+03
2167 8.3847001e-02 3.1096987e+01 9.0651768e-01 1.6374581e-02 1.8916221e+00 2.5420308e-01 3.0961153e+01 2.0026024e+03
2168 8.3991781e-02 3.1173153e+01 9.0201735e-01 6.8496903e-03 1.8940014e+00 2.5182211e-01 3.0873627e+01 2.0036504e+03
2169 8.4184252e-02 3.1157904e+01 9.0182871e-01 1.2298418e-02 1.8902556e+00 2.5286558e-01 3.1086981e+01 2.0047804e+03
2170 8.1433780e-02 3.1218685e+01 9.0513277e-01 1.2299485e-02 1.8985045e+00 2.5930679e-01 3.0816538e+01 2.0056874e+03
2171 8.4462889e-02 3.1260357e+01 9.0032434e-01 1.3299995e-02 1.8971671e+00 2.5677198e-01 3.0648867e+01 2.0065294e+03
2172 8.5480466e-02 3.1020145e+01 9.0048021e-01 2.0191072e-02 1.8891859e+00 2.5958896e-01 3.0895748e+01 2.0074083e+03
2173 8.6559266e-02 3.1227442e+01 8.9654350e-01 1.3539091e-02 1.8893988e+00 2.5744635e-01 3.0719622e+01 2.0082364e+03
